"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2207445,"January 8, 2022",Georgia,Augusta,"2000 block of 3rd Ave",1,0,N/A
2207308,"January 8, 2022",Ohio,"Brookpark (Brook Park)","5354 W 150th St",2,1,N/A
2208129,"January 8, 2022",Georgia,Ellenwood,"Ridgetop Dr",0,1,N/A
2207753,"January 8, 2022",Utah,"Salt Lake City (West Valley City)","1500 block of Calvo Dr",0,1,N/A
2206546,"January 7, 2022",Michigan,Detroit,"6500 block of Brush St",0,1,N/A
2205638,"January 6, 2022",Maryland,Clinton,"8500 block of Wendy St",2,1,N/A
2205490,"January 6, 2022",Alabama,Tuscaloosa,"8700 block of Charolais Dr",3,0,N/A
2206724,"January 6, 2022",Louisiana,Hammond,"Old Baton Rouge Hwy",0,1,N/A
2205924,"January 5, 2022",Pennsylvania,Pittsburgh,"1400 block of Greensburg Pike",0,2,N/A
2205134,"January 5, 2022","North Carolina","Spruce Pine","Deer Park Loop",0,1,N/A
2210967,"January 5, 2022",Oklahoma,Lawton,"8802 NW Cache Rd",2,0,N/A
2204583,"January 5, 2022",Texas,Granbury,"735 W US Hwy 377",0,2,N/A
2205965,"January 5, 2022",Mississippi,Starkville,"Santa Anita Dr",1,0,N/A
2204367,"January 4, 2022",Washington,Auburn,"2100 block of 66th St SE",3,0,N/A
2204890,"January 4, 2022",Illinois,Decatur,"500 block of W Sawyer St",0,1,N/A
2203234,"January 3, 2022",Arkansas,Bryant,"3500 Double Eagle Way",0,1,N/A
2203153,"January 2, 2022",Michigan,"Grand Rapids (Kentwood)","52nd St SE and Division Ave S",0,1,N/A
2204512,"January 2, 2022",Pennsylvania,Atglen,"400 block of Main St",0,2,N/A
2202450,"January 1, 2022",Louisiana,"New Orleans","Decatur St and Spain St",0,1,N/A
2202107,"January 1, 2022",Wisconsin,Milwaukee,"6000 block of N Sherman Blvd",0,1,N/A
2201826,"January 1, 2022",Maryland,Baltimore,"1600 block of N Pulaski St",0,1,N/A
2203909,"January 1, 2022",Texas,Houston,"3322 Yellowstone Blvd",0,1,N/A
2202453,"January 1, 2022",Louisiana,"New Orleans","Edgelake Ct",0,1,N/A
2208658,"January 1, 2022","New York",Syracuse,"100 block of Lawrence St",0,1,N/A
